Index,0 [STRING(0x0)][0x0],1,0,0,0
3533,"Militia Mortar",25,"5641,1,4,0","5661,1,4,0",2
3534,"Weathered Skillet",26,"5701,1,7,0","5721,1,1,0",2
3535,"Bronze Skillet",26,"5701,1,1,0","5721,1,1,0",2
3536,"Amateur's Skillet",26,"5701,1,1,0","5721,1,1,0",2
3537,"Iron Skillet",26,"5701,1,2,0","5721,1,1,0",2
3538,"Initiate's Skillet",26,"5701,5,1,0","5721,1,1,0",2
3539,"Iron Frypan",26,"5701,2,1,0","5721,1,1,0",2
3540,"Bomb Frypan",26,"5701,3,1,0","5721,1,1,0",2
3541,"Steel Skillet",26,"5701,1,3,0","5721,1,1,0",2
3542,"White Skillet",26,"5701,1,5,0","5721,1,1,0",2
3543,"Steel Frypan",26,"5701,2,2,0","5721,1,1,0",2
3544,"Cobalt Skillet",26,"5701,5,2,0","5721,1,1,0",2
3545,"Hells' Kitchen",26,"5701,3,2,0","5721,1,1,0",2
3546,"Pan of the Luminary",26,"5702,1,1,0","5722,1,1,0",2
3547,"Chantico",26,"5701,4,1,0","5722,1,1,0",2
3548,"Amateur's Culinary Knife",27,"5741,1,1,0","5781,1,1,0",2
3549,"Bronze Culinary Knife",27,"5741,1,1,0","5781,1,1,0",2
3550,"Recruit's Culinary Knife",27,"5741,1,1,0","5781,1,1,0",2
3551,"Iron Culinary Knife",27,"5741,1,2,0","5781,1,1,0",2
3552,"Initiate's Culinary Knife",27,"5741,1,2,0","5781,1,1,0",2
3553,"Novice's Culinary Knife",27,"5741,1,2,0","5781,1,1,0",2
3554,"Steel Culinary Knife",27,"5741,1,3,0","5781,1,1,0",2
3555,"Wrapped Steel Culinary Knife",27,"5741,1,3,0","5781,1,1,0",2
3556,"Apprentice's Culinary Knife",27,"5741,1,3,0","5781,1,1,0",2
3557,"Mythril Culinary Knife",27,"5741,1,5,0","5781,1,1,0",2
3558,"Cobalt Culinary Knife",27,"5741,1,3,0","5781,1,1,0",2
3559,"Militia Culinary Knife",27,"5741,1,4,0","5781,1,1,0",2
3560,"Weathered Pickaxe",28,"7001,1,5,0","0,0,0,0",2
3561,"Bronze Pickaxe",28,"7001,1,1,0","0,0,0,0",2
3562,"Amateur's Pickaxe",28,"7001,1,1,0","0,0,0,0",2
3563,"Plumed Bronze Pickaxe",28,"7001,2,1,0","0,0,0,0",2
3564,"Iron Pickaxe",28,"7001,1,2,0","0,0,0,0",2
3565,"Initiate's Pickaxe",28,"7001,1,2,0","0,0,0,0",2
3566,"Iron Dolabra",28,"7001,3,1,0","0,0,0,0",2
3567,"Steel Pickaxe",28,"7001,1,3,0","0,0,0,0",2
3568,"Steel Dolabra",28,"7001,3,2,0","0,0,0,0",2
3569,"Plumed Mythril Pickaxe",28,"7001,5,1,0","0,0,0,0",2
3570,"Cobalt Dolabra",28,"7001,3,2,0","0,0,0,0",2
3571,"Egret Dolabra",28,"7001,4,1,0","0,0,0,0",2
3572,"Pick of the Luminary",28,"7001,3,4,0","0,0,0,0",2
3573,"Mammon",28,"7002,1,1,0","0,0,0,0",2
3574,"Weathered Sledgehammer",29,"7051,1,1,0","0,0,0,0",2
3575,"Bronze Sledgehammer",29,"7051,1,1,0","0,0,0,0",2
3576,"Recruit's Sledgehammer",29,"7051,1,1,0","0,0,0,0",2
3577,"Initiate's Sledgehammer",29,"7051,1,2,0","0,0,0,0",2
3578,"Iron Sledgehammer",29,"7051,1,2,0","0,0,0,0",2
3579,"Novice's Sledgehammer",29,"7051,1,2,0","0,0,0,0",2
3580,"Steel Sledgehammer",29,"7051,1,3,0","0,0,0,0",2
3581,"Wrapped Steel Sledgehammer",29,"7051,1,3,0","0,0,0,0",2
3582,"Apprentice's Sledgehammer",29,"7051,1,3,0","0,0,0,0",2
3583,"Mythril Sledgehammer",29,"7051,1,6,0","0,0,0,0",2
3584,"Cobalt Sledgehammer",29,"7051,1,3,0","0,0,0,0",2
3585,"Militia Sledgehammer",29,"7051,1,4,0","0,0,0,0",2
3586,"Weathered Hatchet",30,"7101,1,5,0","0,0,0,0",2
3587,"Bronze Hatchet",30,"7101,1,1,0","0,0,0,0",2
3588,"Amateur's Hatchet",30,"7101,1,1,0","0,0,0,0",2
3589,"Iron Hatchet",30,"7101,1,2,0","0,0,0,0",2
3590,"Initiate's Hatchet",30,"7101,1,2,0","0,0,0,0",2
3591,"Brass Hatchet",30,"7101,2,1,0","0,0,0,0",2
3592,"Plumed Iron Hatchet",30,"7101,6,1,0","0,0,0,0",2
3593,"Steel Hatchet",30,"7101,1,3,0","0,0,0,0",2
3594,"Plumed Steel Hatchet",30,"7101,3,1,0","0,0,0,0",2
3595,"Mythril Hatchet",30,"7101,2,2,0","0,0,0,0",2
3596,"Cobalt Hatchet",30,"7101,1,3,0","0,0,0,0",2
3597,"Horned Hatchet",30,"7101,4,1,0","0,0,0,0",2
3598,"Axe of the Luminary",30,"7101,3,2,0","0,0,0,0",2
3599,"Rauni",30,"7101,5,1,0","0,0,0,0",2
3600,"Weathered Scythe",31,"7151,1,1,0","0,0,0,0",2
3601,"Bronze Scythe",31,"7151,1,1,0","0,0,0,0",2
3602,"Recruit's Scythe",31,"7151,1,1,0","0,0,0,0",2
3603,"Iron Scythe",31,"7151,1,2,0","0,0,0,0",2
3604,"Initiate's Scythe",31,"7151,1,2,0","0,0,0,0",2
3605,"Novice's Scythe",31,"7151,1,2,0","0,0,0,0",2
3606,"Steel Scythe",31,"7151,1,3,0","0,0,0,0",2
3607,"Wrapped Steel Scythe",31,"7151,1,3,0","0,0,0,0",2
3608,"Apprentice's Scythe",31,"7151,1,3,0","0,0,0,0",2
3609,"Mythril Scythe",31,"7151,1,5,0","0,0,0,0",2
3610,"Cobalt Scythe",31,"7151,1,3,0","0,0,0,0",2
3611,"Militia Scythe",31,"7151,1,4,0","0,0,0,0",2
3612,"Weathered Fishing Rod",32,"7201,1,6,0","7281,1,1,0",2
3613,"Maple Fishing Rod",32,"7201,1,2,0","7281,1,1,0",2
3614,"Amateur's Fishing Rod",32,"7201,1,2,0","7281,1,1,0",2
3615,"Elm Fishing Rod",32,"7201,1,1,0","7281,1,1,0",2
3616,"Initiate's Fishing Rod",32,"7201,1,5,0","7281,1,1,0",2
3617,"Yew Fishing Rod",32,"7201,2,1,0","7281,1,1,0",2
3618,"Staghorn Fishing Rod",32,"7201,3,1,0","7281,1,1,0",2
3619,"Walnut Fishing Rod",32,"7201,1,3,0","7281,1,1,0",2
3620,"Horn Fishing Rod",32,"7201,3,1,0","7281,1,1,0",2
3621,"Mahogany Fishing Rod",32,"7201,2,4,0","7281,1,1,0",2
3622,"Rosewood Fishing Rod",32,"7201,2,4,0","7281,1,1,0",2
3623,"Gilded Rosewood Fishing Rod",32,"7201,2,6,0","7281,1,1,0",2
3624,"Rod of the Luminary",32,"7201,2,8,0","7281,1,1,0",2
3625,"Halcyon Rod",32,"7201,4,1,0","7281,1,1,0",2
3627,"Hempen Coif",34,"4,1,0,0","0,0,0,0",2
3629,"Hempen Coif of Gathering",34,"4,1,0,0","0,0,0,0",2
3631,"Leather Calot",34,"35,40,0,0","0,0,0,0",2
3633,"Garlond Goggles",34,"21,76,0,0","0,0,0,0",2
3635,"Moogle Cap",34,"99,1,0,0","0,0,0,0",2
3637,"Helm of Light",34,"95,1,0,0","0,0,0,0",2
3639,"Judge's Chain Coif",34,"15,154,0,0","0,0,0,0",2
3641,"Judge's Goggles",34,"21,85,0,0","0,0,0,0",2
3643,"Onion Helm",34,"27,1,0,0","0,0,0,0",2
3645,"Pumpkin Head",34,"48,1,0,0","0,0,0,0",2
3647,"Unripened Pumpkin Head",34,"48,2,0,0","0,0,0,0",2
3649,"White Pumpkin Head",34,"48,3,0,0","0,0,0,0",2
3651,"Ripened Pumpkin Head",34,"48,4,0,0","0,0,0,0",2
3653,"Dream Hat",34,"53,1,0,0","0,0,0,0",2
3655,"Reindeer Antlers",34,"58,1,0,0","0,0,0,0",2
3657,"Usagi Kabuto",34,"54,1,0,0","0,0,0,0",2
3659,"Dragon Kabuto",34,"57,1,0,0","0,0,0,0",2
3661,"Crimson Dragon Kabuto",34,"57,3,0,0","0,0,0,0",2
3663,"Golden Dragon Kabuto",34,"57,2,0,0","0,0,0,0",2
3665,"Black Dragon Kabuto",34,"57,4,0,0","0,0,0,0",2
3667,"Scarf of Wondrous Wit",34,"25,98,0,0","0,0,0,0",2
3669,"Company Hat",34,"118,1,0,0","0,0,0,0",2
3671,"Monoa Mask",34,"19,3,0,0","0,0,0,0",2
3673,"Hempen Bandana",34,"23,1,0,0","0,0,0,0",2
3675,"Leather Eyepatch",34,"22,1,0,0","0,0,0,0",2
3677,"Hard Leather Pot Helm",34,"13,109,0,0","0,0,0,0",2
3679,"Hempen Hat",34,"7,1,0,0","0,0,0,0",2
3681,"Bronze Chain Coif",34,"15,1,0,0","0,0,0,0",2
3683,"Ripped Chef's Hat",34,"30,38,0,0","0,0,0,0",2
3685,"Straw Hat",34,"6,1,0,0","0,0,0,0",2
3687,"Pristine Egg Cap",34,"55,1,0,0","0,0,0,0",2
3689,"Amateur's Headgear",34,"2,1,0,0","0,0,0,0",2
3691,"Amateur's Hempen Coif",34,"4,152,0,0","0,0,0,0",2
3693,"Bronze Sallet",34,"14,1,0,0","0,0,0,0",2
3695,"Stablemaid's Hat",34,"6,208,0,0","0,0,0,0",2
3697,"Bronze Barbut",34,"8,1,0,0","0,0,0,0",2
3699,"Cotton Turban",34,"10,164,0,0","0,0,0,0",2
3701,"Stablehand's Hat",34,"6,213,0,0","0,0,0,0",2
3703,"Dented Celata",34,"3,20,0,0","0,0,0,0",2
3705,"Brass Spectacles",34,"20,4,0,0","0,0,0,0",2
3707,"Hard Leather Eyepatch",34,"22,4,0,0","0,0,0,0",2
3709,"Cotton Scarf",34,"25,67,0,0","0,0,0,0",2
3711,"Chocobo Egg Cap",34,"55,2,0,0","0,0,0,0",2
3713,"Hard Leather Skullcap",34,"28,87,0,0","0,0,0,0",2
3715,"Bronze Celata",34,"3,1,0,0","0,0,0,0",2
3717,"Aetherial Bronze Celata",34,"3,1,0,0","0,0,0,0",2
3719,"Ash Mask",34,"19,3,0,0","0,0,0,0",2
3721,"Aetherial Ash Mask",34,"19,3,0,0","0,0,0,0",2
3723,"Hunting Hat",34,"9,199,0,0","0,0,0,0",2
3725,"Aetherial Hunting Hat",34,"9,199,0,0","0,0,0,0",2
3727,"Plundered Cavalier's Hat",34,"16,126,0,0","0,0,0,0",2
3729,"Decorated Bronze Barbut",34,"8,128,0,0","0,0,0,0",2
3731,"Aetherial Decorated Bronze Barbut",34,"8,128,0,0","0,0,0,0",2
3733,"Pirate's Bandana",34,"23,50,0,0","0,0,0,0",2
3735,"Plundered Goggles",34,"21,81,0,0","0,0,0,0",2
3737,"Plundered Celata",34,"3,1,0,0","0,0,0,0",2
3739,"Brass Circlet (Sunstone)",34,"11,103,0,0","0,0,0,0",2
3741,"Aetherial Brass Circlet (Sunstone)",34,"11,103,0,0","0,0,0,0",2
3743,"Brass Circlet (Danburite)",34,"11,108,0,0","0,0,0,0",2
3745,"Aetherial Brass Circlet (Danburite)",34,"11,108,0,0","0,0,0,0",2
3747,"Brass Circlet (Malachite)",34,"11,106,0,0","0,0,0,0",2
3749,"Aetherial Brass Circlet (Malachite)",34,"11,106,0,0","0,0,0,0",2
3751,"Brass Circlet (Sphene)",34,"11,105,0,0","0,0,0,0",2
3753,"Aetherial Brass Circlet (Sphene)",34,"11,105,0,0","0,0,0,0",2
3755,"Brass Circlet (Fluorite)",34,"11,107,0,0","0,0,0,0",2
3757,"Aetherial Brass Circlet (Fluorite)",34,"11,107,0,0","0,0,0,0",2
3759,"Brass Circlet (Lapis Lazuli)",34,"11,104,0,0","0,0,0,0",2
3761,"Aetherial Brass Circlet (Lapis Lazuli)",34,"11,104,0,0","0,0,0,0",2
3763,"Goatskin Pot Helm",34,"13,111,0,0","0,0,0,0",2
3765,"Aetherial Goatskin Pot Helm",34,"13,111,0,0","0,0,0,0",2
3767,"Cotton Coif",34,"4,155,0,0","0,0,0,0",2
3769,"Cotton Coif of Gathering",34,"4,155,0,0","0,0,0,0",2
3771,"Aetherial Cotton Coif",34,"4,155,0,0","0,0,0,0",2
3773,"Moldering Jester's Cap",34,"17,1,0,0","0,0,0,0",2
3775,"Ash Mask (Lapis Lazuli)",34,"19,7,0,0","0,0,0,0",2
3777,"Aetherial Ash Mask (Lapis Lazuli)",34,"19,7,0,0","0,0,0,0",2
3779,"Black Usagi Kabuto",34,"54,2,0,0","0,0,0,0",2
3781,"Silver Usagi Kabuto",34,"54,3,0,0","0,0,0,0",2
3783,"Vibrant Egg Cap",34,"55,5,0,0","0,0,0,0",2
3785,"Iron Sallet",34,"14,86,0,0","0,0,0,0",2
3787,"Aetherial Iron Sallet",34,"14,86,0,0","0,0,0,0",2
3789,"Goatskin Eyepatch",34,"22,4,0,0","0,0,0,0",2
3791,"Aetherial Goatskin Eyepatch",34,"22,4,0,0","0,0,0,0",2
3793,"Iron Celata",34,"3,6,0,0","0,0,0,0",2
3795,"Aetherial Iron Celata",34,"3,6,0,0","0,0,0,0",2
3797,"Initiate's Headgear",34,"2,141,0,0","0,0,0,0",2
3799,"Gridanian Soldier's Cap",34,"45,2,0,0","0,0,0,0",2
3801,"Lominsan Soldier's Cap",34,"45,1,0,0","0,0,0,0",2
3803,"Ul'dahn Soldier's Cap",34,"45,3,0,0","0,0,0,0",2
3805,"Coeurl's Eye",34,"22,28,0,0","0,0,0,0",2
3807,"Cotton Sugarloaf Hat",34,"18,10,0,0","0,0,0,0",2
3809,"Aetherial Cotton Sugarloaf Hat",34,"18,10,0,0","0,0,0,0",2
3811,"Doctore's Chain Coif",34,"15,115,0,0","0,0,0,0",2
3813,"Doctore's Hat",34,"7,126,0,0","0,0,0,0",2
3815,"Iron Elmo",34,"12,44,0,0","0,0,0,0",2
3817,"Aetherial Iron Elmo",34,"12,44,0,0","0,0,0,0",2
3819,"Reinforced Iron Sallet",34,"14,83,0,0","0,0,0,0",2
3821,"Aetherial Reinforced Iron Sallet",34,"14,83,0,0","0,0,0,0",2
3823,"Velveteen Bandana",34,"23,15,0,0","0,0,0,0",2
3825,"Silver Spectacles",34,"20,8,0,0","0,0,0,0",2
3827,"Velveteen Turban",34,"10,182,0,0","0,0,0,0",2
3829,"Aetherial Velveteen Turban",34,"10,182,0,0","0,0,0,0",2
3831,"Silver Magnifiers",34,"20,36,0,0","0,0,0,0",2
3833,"Aetherial Silver Spectacles",34,"20,8,0,0","0,0,0,0",2
3835,"Velveteen Wedge Cap of Crafting",34,"38,113,0,0","0,0,0,0",2
3837,"Velveteen Wedge Cap of Gathering",34,"38,113,0,0","0,0,0,0",2
3839,"Silver Circlet (Garnet)",34,"11,109,0,0","0,0,0,0",2
3841,"Aetherial Silver Circlet (Garnet)",34,"11,109,0,0","0,0,0,0",2
3843,"Silver Circlet (Goshenite)",34,"11,114,0,0","0,0,0,0",2
3845,"Aetherial Silver Circlet (Goshenite)",34,"11,114,0,0","0,0,0,0",2
3847,"Silver Circlet (Peridot)",34,"11,112,0,0","0,0,0,0",2
3849,"Aetherial Silver Circlet (Peridot)",34,"11,112,0,0","0,0,0,0",2
3851,"Silver Circlet (Heliodor)",34,"11,111,0,0","0,0,0,0",2
3853,"Aetherial Silver Circlet (Heliodor)",34,"11,111,0,0","0,0,0,0",2
3855,"Silver Circlet (Amethyst)",34,"11,113,0,0","0,0,0,0",2
3857,"Aetherial Silver Circlet (Amethyst)",34,"11,113,0,0","0,0,0,0",2
3859,"Silver Circlet (Aquamarine)",34,"11,110,0,0","0,0,0,0",2
3861,"Aetherial Silver Circlet (Aquamarine)",34,"11,110,0,0","0,0,0,0",2
3863,"Nighthawk Visor",34,"11,172,0,0","0,0,0,0",2
3865,"Torturer's Monocle",34,"20,24,0,0","0,0,0,0",2
3867,"Warden's Barbut",34,"8,129,0,0","0,0,0,0",2
3869,"Velveteen Beret",34,"5,213,0,0","0,0,0,0",2
3871,"Brilliant Egg Cap",34,"55,4,0,0","0,0,0,0",2
3873,"Peregrine Helm",34,"27,7,0,0","0,0,0,0",2
3875,"Steel Sallet",34,"14,87,0,0","0,0,0,0",2
3877,"Aetherial Steel Sallet",34,"14,87,0,0","0,0,0,0",2
3879,"Steel Celata",34,"3,7,0,0","0,0,0,0",2
3881,"Aetherial Steel Celata",34,"3,7,0,0","0,0,0,0",2
3883,"Vintage Celata",34,"3,1,0,0","0,0,0,0",2
3885,"Steel Goggles",34,"21,84,0,0","0,0,0,0",2
3887,"Torn Coif",34,"4,175,0,0","0,0,0,0",2
3889,"Serpent Private's Coif",34,"4,158,0,0","0,0,0,0",2
3891,"Storm Private's Sallet",34,"14,85,0,0","0,0,0,0",2
3893,"Flame Private's Pot Helm",34,"13,112,0,0","0,0,0,0",2
3895,"Velveteen Sugarloaf Hat",34,"18,11,0,0","0,0,0,0",2
3897,"Aetherial Velveteen Sugarloaf Hat",34,"18,11,0,0","0,0,0,0",2
3899,"Steel Elmo",34,"12,51,0,0","0,0,0,0",2
3901,"Aetherial Steel Elmo",34,"12,51,0,0","0,0,0,0",2
3903,"Skull Eyepatch",34,"22,13,0,0","0,0,0,0",2
3905,"Aetherial Skull Eyepatch",34,"22,13,0,0","0,0,0,0",2
3907,"Mythril Magnifiers",34,"20,37,0,0","0,0,0,0",2
3909,"Infantry Bandana",34,"122,1,0,0","0,0,0,0",2
3911,"Battlemage's Hat",34,"123,1,0,0","0,0,0,0",2
3913,"Cavalry Mask",34,"121,1,0,0","0,0,0,0",2
3915,"Woolen Sugarloaf Hat (Red)",34,"18,16,0,0","0,0,0,0",2
3917,"Mythril Spectacles",34,"20,10,0,0","0,0,0,0",2
3919,"Aetherial Mythril Spectacles",34,"20,10,0,0","0,0,0,0",2
3921,"Linen Turban",34,"10,183,0,0","0,0,0,0",2
3923,"Aetherial Linen Turban",34,"10,183,0,0","0,0,0,0",2
3925,"Angler's Hat",34,"6,230,0,0","0,0,0,0",2
3927,"Linen Hat",34,"7,135,0,0","0,0,0,0",2
3929,"Aetherial Linen Hat",34,"7,135,0,0","0,0,0,0",2
3931,"Divining Hat",34,"7,148,0,0","0,0,0,0",2
3933,"Poacher's Hat",34,"9,210,0,0","0,0,0,0",2
3935,"Conquistador Elmo",34,"12,68,0,0","0,0,0,0",2
3937,"Chocobo Mask",34,"46,1,0,0","0,0,0,0",2
3939,"Vintage Chef's Hat",34,"30,31,0,0","0,0,0,0",2
3941,"Steel Barbut",34,"8,133,0,0","0,0,0,0",2
3943,"Aetherial Steel Barbut",34,"8,133,0,0","0,0,0,0",2
3945,"Boarskin Pot Helm",34,"13,125,0,0","0,0,0,0",2
3947,"Aetherial Boarskin Pot Helm",34,"13,125,0,0","0,0,0,0",2
3949,"Mythril Circlet (Rubellite)",34,"11,133,0,0","0,0,0,0",2
3951,"Aetherial Mythril Circlet (Rubellite)",34,"11,133,0,0","0,0,0,0",2
3953,"Mythril Circlet (Zircon)",34,"11,138,0,0","0,0,0,0",2
3955,"Aetherial Mythril Circlet (Zircon)",34,"11,138,0,0","0,0,0,0",2
3957,"Mythril Circlet (Tourmaline)",34,"11,136,0,0","0,0,0,0",2
3959,"Aetherial Mythril Circlet (Tourmaline)",34,"11,136,0,0","0,0,0,0",2
3961,"Mythril Circlet (Amber)",34,"11,135,0,0","0,0,0,0",2
3963,"Aetherial Mythril Circlet (Amber)",34,"11,135,0,0","0,0,0,0",2
3965,"Mythril Circlet (Spinel)",34,"11,137,0,0","0,0,0,0",2
3967,"Aetherial Mythril Circlet (Spinel)",34,"11,137,0,0","0,0,0,0",2
3969,"Mythril Circlet (Turquoise)",34,"11,134,0,0","0,0,0,0",2
3971,"Aetherial Mythril Circlet (Turquoise)",34,"11,134,0,0","0,0,0,0",2
3973,"Mythril Elmo",34,"12,54,0,0","0,0,0,0",2
3975,"Aetherial Mythril Elmo",34,"12,54,0,0","0,0,0,0",2
3977,"Linen Wedge Cap of Crafting",34,"38,118,0,0","0,0,0,0",2
3979,"Linen Wedge Cap of Gathering",34,"38,118,0,0","0,0,0,0",2
3981,"Woolen Coif",34,"4,170,0,0","0,0,0,0",2
3983,"Aetherial Woolen Coif",34,"4,170,0,0","0,0,0,0",2
3985,"Woolen Coif of Gathering",34,"4,170,0,0","0,0,0,0",2
3987,"Midnight Egg Cap",34,"55,3,0,0","0,0,0,0",2
3989,"Woolen Turban",34,"10,184,0,0","0,0,0,0",2
3991,"Aetherial Woolen Turban",34,"10,184,0,0","0,0,0,0",2
3993,"Mythril Celata",34,"3,77,0,0","0,0,0,0",2
3995,"Aetherial Mythril Celata",34,"3,77,0,0","0,0,0,0",2
3997,"Woolen Hat",34,"7,138,0,0","0,0,0,0",2
3999,"Aetherial Woolen Hat",34,"7,138,0,0","0,0,0,0",2
4001,"Linen Deerstalker",34,"30,1,0,0","0,0,0,0",2
4003,"Mythril Barbut",34,"8,130,0,0","0,0,0,0",2
4005,"Aetherial Mythril Barbut",34,"8,130,0,0","0,0,0,0",2
4007,"Mythril Mesail",34,"2,146,0,0","0,0,0,0",2
4009,"Red Onion Helm",34,"27,3,0,0","0,0,0,0",2
4011,"Explorer's Calot",34,"35,51,0,0","0,0,0,0",2
4013,"Explorer's Bandana",34,"23,81,0,0","0,0,0,0",2
4015,"Veteran's Pot Helm",34,"13,144,0,0","0,0,0,0",2
4017,"Demagogue Mask",34,"19,10,0,0","0,0,0,0",2
4019,"Ranger's Hat",34,"9,225,0,0","0,0,0,0",2
4021,"Aetherial Ranger's Hat",34,"9,225,0,0","0,0,0,0",2
4023,"Mythril Chain Coif",34,"15,126,0,0","0,0,0,0",2
4025,"Aetherial Mythril Chain Coif",34,"15,126,0,0","0,0,0,0",2
4027,"Woolen Beret",34,"5,224,0,0","0,0,0,0",2
4029,"Reinforced Mythril Elmo",34,"12,55,0,0","0,0,0,0",2
4031,"Aetherial Reinforced Mythril Elmo",34,"12,55,0,0","0,0,0,0",2
4033,"Woolen Cavalier's Hat",34,"16,144,0,0","0,0,0,0",2
4035,"Aetherial Cavalier's Hat",34,"16,144,0,0","0,0,0,0",2
4037,"Cobalt Preserves",34,"21,69,0,0","0,0,0,0",2
4039,"Felt Coif",34,"4,176,0,0","0,0,0,0",2
4041,"Aetherial Felt Coif",34,"4,176,0,0","0,0,0,0",2
4043,"Felt Coif of Gathering",34,"4,176,0,0","0,0,0,0",2
4045,"Serpent Sergeant's Coif",34,"4,163,0,0","0,0,0,0",2
4047,"Serpent Sergeant's Circlet",34,"11,148,0,0","0,0,0,0",2
4049,"Serpent Sergeant's Mask",34,"19,7,0,0","0,0,0,0",2
4051,"Serpent Sergeant's Beret",34,"5,216,0,0","0,0,0,0",2
4053,"Storm Sergeant's Sallet",34,"14,87,0,0","0,0,0,0",2
4055,"Storm Sergeant's Circlet",34,"11,145,0,0","0,0,0,0",2
4057,"Storm Sergeant's Mask",34,"19,9,0,0","0,0,0,0",2
4059,"Storm Sergeant's Beret",34,"5,215,0,0","0,0,0,0",2
4061,"Flame Sergeant's Pot Helm",34,"13,125,0,0","0,0,0,0",2
4063,"Flame Sergeant's Circlet",34,"11,147,0,0","0,0,0,0",2
4065,"Flame Sergeant's Mask",34,"19,8,0,0","0,0,0,0",2
4067,"Flame Sergeant's Beret",34,"5,214,0,0","0,0,0,0",2
4069,"Cobalt Elmo",34,"12,56,0,0","0,0,0,0",2
4071,"Aetherial Cobalt Elmo",34,"12,56,0,0","0,0,0,0",2
4073,"Felt Hat",34,"7,143,0,0","0,0,0,0",2
4075,"Aetherial Felt Hat",34,"7,143,0,0","0,0,0,0",2
4077,"Woolen Deerstalker",34,"30,32,0,0","0,0,0,0",2
4079,"Vintage Jester's Cap",34,"17,4,0,0","0,0,0,0",2
4081,"Pince-nez",34,"20,16,0,0","0,0,0,0",2
4083,"Electrum Monocle",34,"20,24,0,0","0,0,0,0",2
4085,"Aetherial Electrum Monocle",34,"20,24,0,0","0,0,0,0",2
4087,"Cobalt Barbut",34,"8,134,0,0","0,0,0,0",2
4089,"Aetherial Cobalt Barbut",34,"8,134,0,0","0,0,0,0",2
4091,"Cobalt Mesail",34,"2,147,0,0","0,0,0,0",2
4093,"Raptorskin Pot Helm",34,"13,130,0,0","0,0,0,0",2
4095,"Aetherial Raptorskin Pot Helm",34,"13,130,0,0","0,0,0,0",2
4097,"Strategos Coif",34,"4,181,0,0","0,0,0,0",2
4099,"Peltast Helm",34,"13,146,0,0","0,0,0,0",2
4101,"Warlock's Hat",34,"7,147,0,0","0,0,0,0",2
4103,"Sipahi Turban",34,"10,205,0,0","0,0,0,0",2
4105,"Mercenary's Pot Helm",34,"13,137,0,0","0,0,0,0",2
4107,"Vermilion Chain Coif",34,"15,153,0,0","0,0,0,0",2
4109,"Electrum Circlet (Rubellite)",34,"11,127,0,0","0,0,0,0",2
4111,"Aetherial Electrum Circlet (Rubellite)",34,"11,127,0,0","0,0,0,0",2
4113,"Electrum Circlet (Zircon)",34,"11,132,0,0","0,0,0,0",2
4115,"Aetherial Electrum Circlet (Zircon)",34,"11,132,0,0","0,0,0,0",2
4117,"Electrum Circlet (Tourmaline)",34,"11,130,0,0","0,0,0,0",2
4119,"Aetherial Electrum Circlet (Tourmaline)",34,"11,130,0,0","0,0,0,0",2
4121,"Electrum Circlet (Amber)",34,"11,129,0,0","0,0,0,0",2
4123,"Aetherial Electrum Circlet (Amber)",34,"11,129,0,0","0,0,0,0",2
4125,"Electrum Circlet (Spinel)",34,"11,131,0,0","0,0,0,0",2
4127,"Aetherial Electrum Circlet (Spinel)",34,"11,131,0,0","0,0,0,0",2
4129,"Electrum Circlet (Turquoise)",34,"11,128,0,0","0,0,0,0",2
4131,"Aetherial Electrum Circlet (Turquoise)",34,"11,128,0,0","0,0,0,0",2
4133,"Rainmaker's Hat",34,"9,234,0,0","0,0,0,0",2
4135,"Aetherial Rainmaker's Hat",34,"9,234,0,0","0,0,0,0",2
4137,"Cobalt Chain Coif",34,"15,131,0,0","0,0,0,0",2
4139,"Aetherial Cobalt Chain Coif",34,"15,131,0,0","0,0,0,0",2
4141,"Felt Beret",34,"5,229,0,0","0,0,0,0",2
4143,"Buccaneer's Tricorne",34,"24,10,0,0","0,0,0,0",2
4145,"Vintage Coif",34,"4,174,0,0","0,0,0,0",2
4147,"Cobalt Celata",34,"3,8,0,0","0,0,0,0",2
4149,"Aetherial Cobalt Celata",34,"3,8,0,0","0,0,0,0",2
4151,"Felt Cavalier's Hat",34,"16,149,0,0","0,0,0,0",2
4153,"Aetherial Felt Cavalier's Hat",34,"16,149,0,0","0,0,0,0",2
4155,"Cobalt Sallet",34,"14,89,0,0","0,0,0,0",2
4157,"Aetherial Cobalt Sallet",34,"14,89,0,0","0,0,0,0",2
4159,"Patrician's Wedge Cap",34,"38,132,0,0","0,0,0,0",2
4161,"Templar's Chain Coif",34,"15,150,0,0","0,0,0,0",2
4163,"Gallant Coronet",34,"42,1,0,0","0,0,0,0",2
4165,"Temple Circlet",34,"44,1,0,0","0,0,0,0",2
4167,"Fighter's Burgeonet",34,"37,1,0,0","0,0,0,0",2
4169,"Drachen Armet",34,"36,1,0,0","0,0,0,0",2
4171,"Choral Chapeau",34,"41,1,0,0","0,0,0,0",2
4173,"Healer's Circlet",34,"39,1,0,0","0,0,0,0",2
4175,"Wizard's Petasos",34,"40,1,0,0","0,0,0,0",2
4177,"Evoker's Horn",34,"132,1,0,0","0,0,0,0",2
4179,"Scholar's Mortarboard",34,"133,1,0,0","0,0,0,0",2
4181,"Harlequin's Cap",34,"17,6,0,0","0,0,0,0",2
4183,"Butcher's Crown",34,"62,1,0,0","0,0,0,0",2
4185,"Chronicler's Crown",34,"61,1,0,0","0,0,0,0",2
